	Biamonti	Hess	Op.	Grove	WoO	Title 1	Title 2	Composition Dates 1	Composition Dates 2	Notes 1	Key	Scoring	Genre	Notes 2	Same As	ROW 2
452	295/2			141/02	014/02	Contredanse for Small Orchestra in A major: #2 of 12 Contredanses			1801 - 1802	piano version is Hess 102					"WoO 14 #2, Grove 141"	
453	295/3			141/03	014/03	Contredanse for Small Orchestra in D major: #3 of 12 Contredanses			1795 - 1802						"WoO 14 #3, Grove 141"	
454	295/4			141/04	014/04	Contredanse for Small Orchestra in B flat major: #4 of 12 Contredanses			1795 - 1802	piano version is Hess 102					"WoO 14 #4, Grove 141"	
455	295/5			141/05	014/05	Contredanse for Small Orchestra in E flat major: #5 of 12 Contredanses			1791 - 1802	piano version is Hess 102					"WoO 14 #5, Grove 141"	
456	295/6			141/06	014/06	Contredanse for Small Orchestra in C major: #6 of 12 Contredanses			1795 - 1802						"WoO 14 #6, Grove 141"	
457	295/7			141/07	014/07	Contredanse for Small Orchestra in E flat major: #7 of 12 Contredanses			1800 - 1802	"theme from ""Die Geschöpfe des Promethues"" Opus 43 used later in the ""Eroica"" Opus 55; piano version is Hess 102"					"WoO 14 #7, Grove 141"	
458	295/8			141/08	014/08	Contredanse for Small Orchestra in C major: #8 of 12 Contredanses			1791 - 1802	piano version is Hess 102					"WoO 14 #8, Grove 141"	
459	295/9			141/09	014/09	Contredanse for Small Orchestra in A major: #9 of 12 Contredanses			1801 - 1802	piano version is Hess 102					"WoO 14 #9, Grove 141"	
460	295/10			141/10	014/10	Contredanse for Small Orchestra in C major: #10 of 12 Contredanses			1801 - 1802	piano version is Hess 102					"WoO 14 #10, Grove 141"	
461	295/11			141/11	014/11	Contredanse for Small Orchestra in G major: #11 of 12 Contredanses			1800 - 1802	"theme from ""Die Geschöpfe des Promethues"" Opus 43; piano version is Hess 102"					"WoO 14 #11, Grove 141"	
462	295/12			141/12	014/12	Contredanse for Small Orchestra in E flat major: #12 of 12 Contredanses			1791 - 1802						"WoO 14 #12, Grove 141"	
463	296	—	026	026	—	"Piano Sonata No. 12 in A flat major: ""Funeral March"""	Piano Sonata No.12 ('Funeral March')	1800-01	1800 - 1801	"dedicated to Prince Karl Lichnowsky; third movement arranged for ""Leonore Prohaska"" WoO 96"	A♭ major	pf	Keyboard	movt. III arr. for orch as WoO 96/4	"Op. 26, Grove 26"	52
464	297/	—	027/	027/	—		Piano Sonatas (2):	1800-01				pf	Keyboard		"Op. 27 (all), Grove 27 (all)"	53
465	297/1	—	027/1	027/1	—	"Piano Sonata No. 13 in E flat major: ""Sonata quasi una Fantasia"""	Piano Sonata No.13 ('Quasi una fantasia')	1800-01	1801	dedicated to Princess von Leichtenstein	E♭ major	pf	Keyboard		"Op. 27 #1, Grove 27"	54
466	297/2	—	027/2	027/2	—	"Piano Sonata No. 14 in C sharp minor: ""Mondschein-Sonate"" (Moonlight); ""Sonata quasi una Fantasia"""	Piano Sonata No.14 ('Moonlight')	1801	1800 - 1801	dedicated to Countess Giulietta Guicciardi; named by Ludwig Rellstab	C♯ minor	pf	Keyboard		"Op. 27 #2, Grove 27"	55
467	298	—	029	029	—	String Quintet in C major	String Quintet in C major ('Storm')	1801	1801	dedicated to Count Moritz von Fries	C major	2vn 2va vc	Chamber		"Op. 29, Grove 29"	57
468	299	055@@@	—	177	065	"24 Variations for Piano in D major: on Vincenzo Righini’s arietta ""Venni Amore"""	Variations on 'Venni Amore' (24)	1790-91	1790 - 1791	"dedicated to Countess Hatzfeld; Originally thought to exist only in a revised version of 1802, the recent discovery of the original edition shows the variations reached their final state as early as 1791, rendering the Hess number (55) of the ""earlier version"" superfluous."	D major	pf	Keyboard	theme by Vincenzo Righini	"WoO 65, Grove 177"	361
469	300	—	—	158	046	"7 Variations for Piano & Cello in E flat major: on the duet ""Bei Männern, welche Liebe fühlen"" from Mozart’s ""Zauberflöte"""	"Variations on 'Bei Männern, welche Liebe fühlen' (7)"	1801	1801	dedicated to Count Johann Georg Browne	E♭ major	vc pf	Chamber	"theme from the opera Die Zauberflöte, K.620, by Wolfgang Amadeus Mozart"	"WoO 46, Grove 158"	337
470	301	254				"Canon in G major: ""Hol dich der Teufel"" (May the devil get you); authorship: unfinished"			1801	fragment; see WoO 173					Hess 254	
471	302	—	028	028	—	"Piano Sonata No. 15 in D major: ""Pastorale"""	Piano Sonata No.15 ('Pastoral')	1801	1801	dedicated to Joseph Sonnenfels	D major	pf	Keyboard		"Op. 28, Grove 28"	56
472	303	278	—		100	"Joke in G major: ""Lob auf den Dicken"" ""Schuppanzigh ist ein Lump"" for tenor & 2 basses & chorus"	"Lob auf den Dicken (""Schuppanzigh ist ein Lump""), musical joke"	1801	1801	written for Ignaz Schuppanzigh; words: Beethoven?	G major	ten 2bass ch	Vocal		"WoO 100, Hess 278"	422
473	304	119	—		092/@@@	"Scene & Aria: ""No, non turbarti""; for soprano w/ string orchestra, WoO 92a"	"No, non turbarti, scene and aria"	1802	1802	"words: Pietro Metastasio: ""Cantata la tempesta"""		sop str	Vocal		"WoO 92 #1, Hess 119"	391
474	305	277				"2-part Canon in F major: ""Esel aller Esel, hi ha""; 2-part canon w/ free additional part"			1826						Hess 277	
475	306	331				Minuet for Piano in B flat major; authorship: unfinished			1799						Hess 331	
476	307	332				Pastorella for String Quartet in D major			1799						Hess 332	
477	308	333				Minuet-Scherzo for String Quartet in A major			1799						Hess 333	
478	309	334				Draft for String Quartet in A major: of a Presto (Allegro); authorship: unfinished			1799						Hess 334	
479	310					Sketch for Instrument(s): for a scherzo; authorship: unfinished			1801							
480	311					"Trio for Solo Voice(s) & Orchestra: ""Tremate, empi, tremate""; for soprano, tenor, & bass w/ orchestra"			1802	"same as Opus 116 (Biamonti 567); words: Bettoni? Giovanni de Gamerra? As Opus 116 is from 1802 and was published in 1814, Biamonti thought that there could be a difference between the first and second versions. In fact, only the second version came to us."						
481	312					Sketch for Piano: in the manner of a dance; authorship: unfinished			1802							
482	313					Sketch for Piano; authorship: unfinished			1802	"sketch for the finale of the Piano Sonata #18, Opus 31 #3"						
483	314	102				9 Contredanses for Piano			1791 - 1801	"9 of 12 contredanses for orchestra WoO 14, for piano (#1, 2, 4, 5, 7, 8, 9, 10 & 12)"					Hess 102	
484	315	034				String Quartet in F major			1801 - 1802	"dedicated to Baroness Josephine von Braun; after the Piano Sonata #9, Opus 14 #1"					Hess 34	
485	316					Piece for Unknown: in the form of a dance			1802							
486	317					Sketch for Piano; authorship: unfinished			1802							
487	318					Sketch for Piano; authorship: unfinished			1802	“Second Sonata” written on the manuscript						
488	319					"Finale for Piano: theme with finale character, with free development; authorship: unfinished"			1802	"may be for the ""Eroica-Variationen"" Opus 35"						
489	320					3 Fragments for Piano: without indication of tonality; authorship: unfinished			1802							
490	321					Fragment for Instrument(s): without indication of tonality; authorship: unfinished			1802							
491	322					Piece for Piano in C minor			1802							
492	323					"Piece for Piano: similar to a cadenza, without indication of tonality"			1802							
493	324/	—	—	169/	015/@@@		Ländler (6)	1802			D major	2vn vc	Chamber	also arr. for pf	"WoO 15 (all), Grove 169 (all)"	290
494	324/1			169/1	015/1@@@	Dance for Violins & Bass in D major: #1 of 6 ländlerische Tänze			1802						"WoO 15 #1, Grove 169"	
495	324/2			169/2	015/2@@@	Dance for Violins & Bass in D major: #2 of 6 ländlerische Tänze			1802						"WoO 15 #2, Grove 169"	
496	324/3			169/3	015/3@@@	Dance for Violins & Bass in D major: #3 of 6 ländlerische Tänze			1802						"WoO 15 #3, Grove 169"	
497	324/4			169/4	015/4@@@	Dance for Violins & Bass in D minor: #4 of 6 ländlerische Tänze			1802						"WoO 15 #4, Grove 169"	
498	324/5			169/5	015/5@@@	Dance for Violins & Bass in D major: #5 of 6 ländlerische Tänze			1802						"WoO 15 #5, Grove 169"	
499	324/6			169/6	015/6@@@	Dance for Violins & Bass in D major: #6 of 6 ländlerische Tänze			1802						"WoO 15 #6, Grove 169"	
500	325/	—	—		015/@@@		Ländler (6)	1802			D major	pf	Keyboard	arr. of version for orch	"WoO 15 (all, piano version)"	291
501	325/1				015/1@@@	"Dance for Piano in D major: #1 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #1	
502	325/2				015/2@@@	"Dance for Piano in D major: #2 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #2	
503	325/3				015/3@@@	"Dance for Piano in D major: #3 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #3	
504	325/4				015/4@@@	"Dance for Piano in D minor: #4 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #4	
505	325/5				015/5@@@	"Dance for Piano in D major: #5 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #5	
506	325/6				015/6@@@	"Dance for Piano in D major: #6 of 6 ländlerische Tänze, piano version"			1802						WoO 15 #6	
507	326	—	036/@@@	036/@@@	—	Symphony No. 2 in D major	Symphony No.2	1801-02	1801 - 1802	dedicated to Prince Karl Lichnowsky	D major	orch	Orchestral	also arr. for vn vc pf	"Op. 36, Grove 36"	70
508	327	—	034	034	—	6 Variations for Piano in F major: on an original theme	Variations (6)	1802	1802	dedicated to Princess Barbara Odescalchi (neé Keglevics)	F major	pf	Keyboard		"Op. 34, Grove 34"	68
509	328	—	035	035	—	"15 Variations with Fugue for Piano in E flat major: ""Eroica-Variationen""; on a theme from the ballet ""Die Geschopfe des Prometheus"""	Variations and Fugue ('Eroica Variations')	1802	1802	dedicated to Prince Karl Lichnowsky	E♭ major	pf	Keyboard		"Op. 35, Grove 35"	69
510	329	—	040	040	—	Romance No. 1 for Violin & Orchestra in G major	Romance	1800-02	1800 - 1802		G major	vn orch	Orchestral		"Op. 40, Grove 40"	75
511	330	—	050	050	—	Romance No. 2 for Violin & Orchestra in F major	Romance	1798	1798		F major	vn orch	Orchestral		"Op. 50, Grove 50"	93
512	331	279	—	200	101	"Joke in E flat major: ""Graf, liebster Graf, liebstes Schaf"" for 3 voices"	"Graf, liebster Graf, liebstes Schaf, musical joke"	1802	1802	written for Nikolaus Zmeskall; words: Beethoven	E♭ major	3vv	Vocal		"WoO 101, Hess 279, Grove 200"	423
513	332					Fragment for Unknown: cadential rhythm without indication of tonality; authorship: unfinished			1802							
514	333					Sketch for Unknown: sketches & fragments from the Wielhorsky sketchbook; authorship: unfinished			1802							
515	334/	—	033/	033/	—		Bagatelles (7)	1801-02				pf	Keyboard		"Op. 33 (all), Grove 33 (all)"	67
516	334/1		033/1	033/1		Bagatelle for Piano in E flat major: Andante grazioso quasi allegretto; #1 of 7 Bagatelles			1801 - 1802						"Op. 33 #1, Grove 33"	
517	334/2		033/2	033/2		Bagatelle for Piano in C major: Scherzo; #2 of 7 Bagatelles			1801 - 1802						"Op. 33 #2, Grove 33"	
518	334/3		033/3	033/3		Bagatelle for Piano in F major: Allegretto; #3 of 7 Bagatelles			1801 - 1802						"Op. 33 #3, Grove 33"	
519	334/4		033/4	033/4		Bagatelle for Piano in A major: Andante; #4 of 7 Bagatelles			1801 - 1802						"Op. 33 #4, Grove 33"	
520	334/5		033/5	033/5		Bagatelle for Piano in C major: Allegro ma non troppo; #5 of 7 Bagatelles			1801 - 1802						"Op. 33 #5, Grove 33"	
521	334/6		033/6	033/6		Bagatelle for Piano in D major: Allegretto quasi andante; #6 of 7 Bagatelles			1801 - 1802						"Op. 33 #6, Grove 33"	
522	334/7		033/7	033/7		Bagatelle for Piano in A flat major: Presto; #7 of 7 Bagatelles			1801 - 1802						"Op. 33 #7, Grove 33"	
523	335	226	—		099/12	"Quartet for Solo Voice(s): ""Silvio, amante disperato"""	"Silvio, amante disperato"	1801-02	1801 - 1802	"written for Antonio Salieri; words: Metastasio ""Cantate XXVII"""		4vv	Vocal		"WoO 99 #12, Hess 226"	421
524	336	221	—		099/05a	"Quartet for Solo Voice(s) in B flat major: ""Giura il nocchier"" (WoO 99/5a), 1 of 2 settings"	Giura il nocchier	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio ""Le gelosia"""	C major	4vv	Vocal	"1st setting, 2nd version"	"WoO 99 #5.1, Hess 221"	410
525	337	—	037	037	—	Concerto No. 3 for Piano & Orchestra in C minor	Piano Concerto No.3	1800-03	1800 - 1803	"dedicated to Prince Louis Ferdinand of Prussia; Biamonti 508 is the usually recorded 1st movement cadenza; there is no separate catalog number for the brief 3rd movement cadenza; Hess 80, another cadenza for the 1st mvmt, is now known to be spurious; an uncatalogued cadenza for the 1st movement that may be by Beethoven was found in the Melk Abbey in 1989; Biamonti 353 is a sketch for a cadenza; Hess 65 is derived from this concerto; Gardi 5 is the original version of the Rondo"	C minor	pf orch	Orchestral		"Op. 37, Grove 37"	72
526	338	038				Fugue for String Quintet in B flat minor			1801 - 1802	"fugue #24 from Well-Tempered Clavier (Book One) by J S Bach, arranged for string quintet by Beethoven"					Hess 38	
527	339/	—	031/	031/	—		Piano Sonatas (3):	1802				pf	Keyboard		"Op. 31 (all), Grove 31 (all)"	62
528	339/1	—	031/1	031/1	—	Piano Sonata No. 16 in G major	Piano Sonata No.16	1802	1802		G major	pf	Keyboard		"Op. 31 #1, Grove 31"	63
529	339/2	—	031/3	031/3	—	"Piano Sonata No. 17 in D minor: ""Sturm-Sonate"" (Tempest)"	Piano Sonata No.18 ('Hunt')	1802	1802		E♭ major	pf	Keyboard		"Op. 31 #2, Grove 31"	65
530	339/3	—	031/2	031/2	—	Piano Sonata No. 18 in E flat major	Piano Sonata No.17 ('Tempest')	1802	1802		D minor	pf	Keyboard		"Op. 31 #3, Grove 31"	64
531	340/	—	030/	030/	—		Violin Sonatas (3):	1801-02				vn pf	Chamber			58
532	340/1	—	030/1	030/1	—	Sonata No. 6 for Piano & Violin in A major	Violin Sonata No.6	1801-02	1801 - 1802	dedicated to Czar Alexander I of Russia	A major	vn pf	Chamber		"Op. 30 #1, Grove 30"	59
533	340/2	—	030/2	030/2	—	Sonata No. 7 for Piano & Violin in C minor	Violin Sonata No.7 ('Eroica')	1801-02	1801 - 1802	dedicated to Czar Alexander I of Russia	C minor	vn pf	Chamber		"Op. 30 #2, Grove 30"	60
534	340/3	—	030/3	030/3	—	Sonata No. 8 for Piano & Violin in G major	Violin Sonata No.8	1801-02	1801 - 1802	dedicated to Czar Alexander I of Russia; Hess Anhang 8 is version for 5 instruments (Beethoven’s authorship doubltful)	G major	vn pf	Chamber		"Op. 30 #3, Grove 30"	61
535	341	222	—		099/04a	"Quartet for Solo Voice(s) in B flat major: ""Già la notte s’avvicina"" (WoO 99/4a), 1 of 2 settings"	Già la notte s'avvicina	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio ""La pesca"""		4vv	Vocal	1st setting	"WoO 99 #4.1, Hess 222"	407
536	342	223	—		099/04b	"Trio for Solo Voice(s) in C major: ""Già la notte s’avvicina"" (WoO 99/4b), 2 of 2 settings"	Già la notte s'avvicina	1801-03	1801 - 1803	"written for Antonio Salieri; words: Metastasio ""La pesca"""		3vv	Vocal	2nd setting	"WoO 99 #4.2, Hess 223"	408
537	343					Fragment for Piano: 1 bar; authorship: unfinished			1802							
538	344					2-part Canon: rhythm for the canon			1803							
539	345					Fugue Subject for Piano in C major			1803							
540	346					"Fugue for Piano in C major: ""Fuga Antique"""			1803							
541	347					Passage for Piano: through all the keys; authorship: unfinished			1803							
542	348					3 Fragments for Piano; authorship: unfinished			1802							
543	349					3 Fragments for Piano; authorship: unfinished			1802							
544	350	229				"2-part Canon: ""Languisco e moro"""			1803	written for Antonio Salieri; most likely done at the same time as the WoO 99 works					Hess 229	
545	351	274				2-part Canon in G major: without text			1803						Hess 274	
546	352	120	—		093	"Duo for Solo Voice(s) & Orchestra: ""Ne’ giorni tuoi felici""; for soprano & tenor w/ orchestra"	"Ne' giorni tuoi felici, duet"	1802	1802	"words: Pietro Metastasio: ""Olimpiade"""		sop ten orch	Vocal		"WoO 93, Hess 120"	392
547	353					Sketch for Piano & Orchestra; authorship: unfinished			1803	"sketch for a cadenza for the Piano Concerto #3, Opus 37"						
548	354	068				Ländler for Piano in C minor			1803						Hess 68	
549	355					3 Sketches for Unknown; authorship: unfinished			1803	"perhaps for ""Christus am Ölberge"" Opus 85"						
